name	x	y	z	size	material	manufacturer	group	hemisphere	silicon	soz
OT51	-23.5	-56.5	29.55	4.2	Platinum	AdTech	grid	L	no	no
OT52	-32.5	-53.5	26.55	4.2	Platinum	AdTech	grid	L	no	no
OT53	-40.5	-49.5	21.55	4.2	Platinum	AdTech	grid	L	no	no
OT54	-48.5	-43.5	17.55	4.2	Platinum	AdTech	grid	L	no	no
OT55	-53.5	-36.5	12.55	4.2	Platinum	AdTech	grid	L	no	yes
OT56	-57.5	-30.5	6.55	4.2	Platinum	AdTech	grid	L	no	yes
OT57	-4.5	-48.5	36.55	4.2	Platinum	AdTech	grid	L	no	no
OT58	-13.5	-49.5	37.55	4.2	Platinum	AdTech	grid	L	no	no
OT59	-23.5	-49.5	36.55	4.2	Platinum	AdTech	grid	L	no	no
OT60	-32.5	-46.5	34.55	4.2	Platinum	AdTech	grid	L	no	no
OT61	-40.5	-42.5	30.55	4.2	Platinum	AdTech	grid	L	no	no
OT62	-48.5	-36.5	24.55	4.2	Platinum	AdTech	grid	L	no	no
OT63	-54.5	-30.5	19.55	4.2	Platinum	AdTech	grid	L	no	yes
OT64	-59.5	-24.5	13.55	4.2	Platinum	AdTech	grid	L	no	yes
MKR1+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
P01	-4.5	-39.5	44.55	4.2	Platinum	AdTech	grid	L	no	no
P02	-12.5	-39.5	47.55	4.2	Platinum	AdTech	grid	L	no	no
P03	-22.5	-37.5	46.55	4.2	Platinum	AdTech	grid	L	no	no
P04	-30.5	-33.5	42.55	4.2	Platinum	AdTech	grid	L	no	no
P05	-39.5	-30.5	39.55	4.2	Platinum	AdTech	grid	L	no	no
P06	-46.5	-26.5	34.55	4.2	Platinum	AdTech	grid	L	no	no
P07	-54.5	-22.5	27.55	4.2	Platinum	AdTech	grid	L	no	yes
P08	-58.5	-18.5	19.55	4.2	Platinum	AdTech	grid	L	no	yes
P09	-3.5	-30.5	48.55	4.2	Platinum	AdTech	grid	L	no	no
P10	-11.5	-30.5	52.55	4.2	Platinum	AdTech	grid	L	no	no
P11	-21.5	-29.5	51.55	4.2	Platinum	AdTech	grid	L	no	no
P12	-30.5	-25.5	49.55	4.2	Platinum	AdTech	grid	L	no	no
P13	-38.5	-22.5	44.55	4.2	Platinum	AdTech	grid	L	no	no
P14	-44.5	-17.5	38.55	4.2	Platinum	AdTech	grid	L	no	no
P15	-52.5	-13.5	32.55	4.2	Platinum	AdTech	grid	L	no	no
P16	-58.5	-9.5	24.55	4.2	Platinum	AdTech	grid	L	no	yes
vT1	-15.5	-6.5	-23.45	4.2	Platinum	AdTech	strip	L	no	no
vT2	-17.5	-1.5	-32.45	4.2	Platinum	AdTech	strip	L	no	no
vT3	-17.5	4.5	-40.45	4.2	Platinum	AdTech	strip	L	no	no
vT4	-20.5	11.5	-48.45	4.2	Platinum	AdTech	strip	L	no	no
vT5	-24.5	18.5	-54.45	4.2	Platinum	AdTech	strip	L	no	no
vT6	-33.5	21.5	-55.45	4.2	Platinum	AdTech	strip	L	no	no
vT7	-41.5	21.5	-52.45	4.2	Platinum	AdTech	strip	L	yes	no
vT8	-50.5	21.5	-46.45	4.2	Platinum	AdTech	strip	L	yes	no
AH+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
ECG+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
orb+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
emg1+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
emg2+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
pB30+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
pB31+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
pB32+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
sTv1	-17.5	-6.5	-28.45	4.2	Platinum	AdTech	strip	L	no	no
sTv2	-25.5	-10.5	-33.45	4.2	Platinum	AdTech	strip	L	no	no
sTv3	-35.5	-11.5	-35.45	4.2	Platinum	AdTech	strip	L	no	no
sTv4	-44.5	-12.5	-35.45	4.2	Platinum	AdTech	strip	L	no	yes
sTv5	-54.5	-12.5	-35.45	4.2	Platinum	AdTech	strip	L	no	no
sTv6	-62.5	-10.5	-30.45	4.2	Platinum	AdTech	strip	L	yes	no
sTv7	-64.5	-2.5	-21.45	4.2	Platinum	AdTech	strip	L	yes	no
sTv8	-63.5	4.5	-15.45	4.2	Platinum	AdTech	strip	L	yes	no
sTm1	-35.5	-19.5	-32.45	4.2	Platinum	AdTech	grid	L	no	yes
sTm2	-44.5	-19.5	-34.45	4.2	Platinum	AdTech	grid	L	no	no
sTm3	-54.5	-19.5	-32.45	4.2	Platinum	AdTech	grid	L	no	no
sTm4	-62.5	-15.5	-27.45	4.2	Platinum	AdTech	grid	L	yes	no
sTm5	-35.5	-28.5	-28.45	4.2	Platinum	AdTech	grid	L	no	yes
sTm6	-45.5	-29.5	-30.45	4.2	Platinum	AdTech	grid	L	no	no
sTm7	-56.5	-28.5	-28.45	4.2	Platinum	AdTech	grid	L	no	no
sTm8	-61.5	-23.5	-20.45	4.2	Platinum	AdTech	grid	L	no	no
sTa1	-10.5	-17.5	-14.45	4.2	Platinum	AdTech	strip	L	no	no
sTa2	-15.5	-24.5	-19.45	4.2	Platinum	AdTech	strip	L	no	no
sTa3	-23.5	-30.5	-22.45	4.2	Platinum	AdTech	strip	L	no	no
sTa4	-31.5	-36.5	-24.45	4.2	Platinum	AdTech	strip	L	no	no
sTa5	-40.5	-42.5	-24.45	4.2	Platinum	AdTech	strip	L	no	yes
sTa6	-49.5	-47.5	-18.45	4.2	Platinum	AdTech	strip	L	no	yes
sTa7	-52.5	-45.5	-10.45	4.2	Platinum	AdTech	strip	L	yes	no
sTa8	-54.5	-41.5	-1.45	4.2	Platinum	AdTech	strip	L	yes	no
PR09	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
PR10	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
PR11	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
PR12	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
HPR1	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
HPR2	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
HPR3	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
HPR4	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
thor+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
abdo+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xyz+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
MKR2+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
