name	x	y	z	size	material	manufacturer	group	hemisphere	silicon	soz
xxx1	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx2	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx3	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx4	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
x5	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
x6	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
x7	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
x8	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
ah+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
ecg+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
orb+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
emg+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el093	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el094	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el095	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el096	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx01	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx02	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx03	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx04	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx05	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx06	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx07	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx08	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx09	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx10	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx11	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx12	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx13	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx14	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx15	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx16	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx17	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx18	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx19	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx20	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx21	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx22	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx23	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx24	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx25	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx26	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx27	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xxx28	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el125	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el126	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el127	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el128	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
thor+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
abdo+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xyz+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
MKR2+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
