name	x	y	z	size	material	manufacturer	group	hemisphere	silicon	soz
T32	-63.629	-35.3325	-19.8681	4.2	Platinum	AdTech	grid	L	no	no
vT1	-29.4928	3.7036	-39.8879	4.2	Platinum	AdTech	strip	L	no	no
vT2	-25.2681	12.3426	-40.8193	4.2	Platinum	AdTech	strip	L	no	no
vT3	-22.0022	22.2766	-40.1192	4.2	Platinum	AdTech	strip	L	no	no
vT4	-22.6724	31.5571	-39.1597	4.2	Platinum	AdTech	strip	L	no	yes
vT5	-28.3001	39.4595	-36.781	4.2	Platinum	AdTech	strip	L	no	yes
vT6	-37.0161	43.0763	-33.9525	4.2	Platinum	AdTech	strip	L	no	yes
vT7	-45.4375	41.4995	-30.2955	4.2	Platinum	AdTech	strip	L	no	no
vT8	-50.149	34.6102	-25.7541	4.2	Platinum	AdTech	strip	L	yes	no
sTv1	-18.3366	5.6413	-30.7049	4.2	Platinum	AdTech	strip	L	no	no
sTv2	-22.4644	9.9346	-38.0967	4.2	Platinum	AdTech	strip	L	no	no
sTv3	-27.0474	15.0342	-45.8196	4.2	Platinum	AdTech	strip	L	no	no
sTv4	-33.6335	20.325	-50.163	4.2	Platinum	AdTech	strip	L	no	yes
sTv5	-41.7575	25.4109	-50.5311	4.2	Platinum	AdTech	strip	L	no	yes
sTv6	-47.6143	27.7883	-45.891	4.2	Platinum	AdTech	strip	L	yes	no
sTv7	-54.1185	27.528	-37.1434	4.2	Platinum	AdTech	strip	L	yes	no
sTv8	-54.8758	24.2862	-27.5958	4.2	Platinum	AdTech	strip	L	yes	no
sTa1	-18.8672	16.7562	-34.3908	4.2	Platinum	AdTech	strip	L	no	no
sTa2	-23.3847	11.1371	-39.0236	4.2	Platinum	AdTech	strip	L	no	no
sTa3	-33.0404	11.2296	-46.0055	4.2	Platinum	AdTech	strip	L	no	no
sTa4	-43.3165	10.3558	-46.9675	4.2	Platinum	AdTech	strip	L	no	no
sTa5	-53.0849	10.2851	-47.3917	4.2	Platinum	AdTech	strip	L	no	no
sTa6	-59.0854	9.5361	-40.6066	4.2	Platinum	AdTech	strip	L	no	no
sTa7	-60.2979	7.1005	-31.39	4.2	Platinum	AdTech	strip	L	yes	no
sTa8	-58.6056	4.1839	-21.5378	4.2	Platinum	AdTech	strip	L	yes	no
F01	-52.629	58.6675	-6.8681	4.2	Platinum	AdTech	grid	L	no	no
F02	-56.629	49.6675	-2.8681	4.2	Platinum	AdTech	grid	L	no	no
F03	-59.629	40.6675	1.1319	4.2	Platinum	AdTech	grid	L	no	no
F04	-61.629	32.6675	6.1319	4.2	Platinum	AdTech	grid	L	no	no
F05	-49.629	53.6675	-14.8681	4.2	Platinum	AdTech	grid	L	no	no
F06	-55.629	45.6675	-12.8681	4.2	Platinum	AdTech	grid	L	no	no
F07	-55.629	36.6675	-6.8681	4.2	Platinum	AdTech	grid	L	no	no
F08	-60.629	28.6675	-2.8681	4.2	Platinum	AdTech	grid	L	no	no
MKR1+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el065	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el066	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el067	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el068	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el069	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el070	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el071	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el072	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el073	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el074	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el075	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el076	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el077	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el078	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el079	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el080	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el081	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el082	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el083	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el084	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el085	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el086	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el087	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el088	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
AH+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
ECG+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
orb+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el092	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el093	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el094	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el095	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el096	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el097	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el098	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el099	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el100	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el101	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el102	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el103	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el104	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el105	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el106	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el107	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el108	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el109	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el110	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el111	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el112	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el113	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el114	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el115	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el116	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el117	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el118	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el119	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el120	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el121	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el122	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el123	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el124	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el125	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el126	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el127	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
el128	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
thor+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
abdo+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
xyz+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
MKR2+	n/a	n/a	n/a	n/a	n/a	n/a	other	n/a	no	no
